,gene_id,log2_RE_FC,Z_score,gene_name,gene_biotype
482,ENSG00000204625,2.304694194,2.025463303,HCG9,lncRNA
148,ENSG00000254910,2.29880824,3.445910913,NA,lncRNA
203,ENSG00000211997,2.293318399,3.068011472,MIR708,miRNA
297,ENSG00000272434,2.27649953,2.625677879,NA,lncRNA
61,ENSG00000169085,2.23074143,4.808124835,VXN,protein_coding
231,ENSG00000283689,2.201981831,2.928469055,NA,lncRNA
117,ENSG00000165182,2.200622597,3.701750578,CXorf58,protein_coding
229,ENSG00000273209,2.199566591,2.946289714,NA,lncRNA
358,ENSG00000285911,2.189876734,2.391679806,NA,lncRNA
81,ENSG00000279750,2.188120801,4.134565594,NA,lncRNA
25,ENSG00000268643,2.179936992,6.10853609,NA,protein_coding
460,ENSG00000293417,2.118757797,2.076809175,NA,lncRNA
478,ENSG00000287006,2.11091838,2.034886093,NA,lncRNA
403,ENSG00000258979,2.09234207,2.255008816,LINC02299,lncRNA
189,ENSG00000180318,2.088748984,3.179011915,ALX1,protein_coding
188,ENSG00000143167,2.072786925,3.180592319,GPA33,protein_coding
54,ENSG00000248124,2.044752482,5.050605056,RRN3P1,transcribed_unprocessed_pseudogene
484,ENSG00000120279,2.042994274,2.022961417,MYCT1,protein_coding
159,ENSG00000287594,2.03800283,3.334483667,NA,lncRNA
435,ENSG00000248554,2.011718639,2.147377075,C5orf34-AS1,lncRNA
62,ENSG00000130700,2.010484569,4.732146608,GATA5,protein_coding
103,ENSG00000136352,2.004654638,3.859051395,NKX2-1,protein_coding
273,ENSG00000178997,2.000128559,2.713374541,EXD1,protein_coding
237,ENSG00000262075,1.977043883,2.888675975,DKFZP434A062,lncRNA
474,ENSG00000265943,1.96946098,2.050417562,NA,lncRNA
133,ENSG00000230676,1.964824337,3.567004401,NA,lncRNA
210,ENSG00000281333,1.958637666,3.036895607,NA,lncRNA
88,ENSG00000169896,1.946419727,4.043418892,ITGAM,protein_coding
108,ENSG00000289988,1.935352476,3.768742745,NA,lncRNA
446,ENSG00000258553,1.930813556,2.129232778,PCNX4-DT,lncRNA
104,ENSG00000285283,1.910526234,3.855569164,NA,protein_coding
464,ENSG00000267382,1.908553751,2.066342797,GAD3P,transcribed_unprocessed_pseudogene
112,ENSG00000273855,1.903672472,3.752447271,NA,lncRNA
396,ENSG00000285244,1.901401669,2.274953621,DINOL,lncRNA
80,ENSG00000273107,1.895829663,4.147063041,NA,lncRNA
207,ENSG00000289239,1.888724328,3.054260107,NA,lncRNA
466,ENSG00000064195,1.882620827,2.06232287,DLX3,protein_coding
349,ENSG00000160818,1.87904622,2.425938676,GPATCH4,protein_coding
477,ENSG00000287881,1.871403334,2.037713767,NA,lncRNA
1537,ENSG00000276500,1.8550057,-2.710614549,BMS1P14,lncRNA
4,ENSG00000255020,1.847475462,10.41283021,TDH-AS1,lncRNA
140,ENSG00000160678,1.834392712,3.523790653,S100A1,protein_coding
246,ENSG00000225721,1.82250845,2.848238905,NA,lncRNA
262,ENSG00000143768,1.816418013,2.76877388,LEFTY2,protein_coding
109,ENSG00000215302,1.810987068,3.762445204,WHAMMP4,transcribed_unprocessed_pseudogene
132,ENSG00000229927,1.802628763,3.569916164,RHEBP1,processed_pseudogene
339,ENSG00000189275,1.802556367,2.464995747,LINC01164,lncRNA
86,ENSG00000262488,1.801422258,4.05377291,NA,processed_pseudogene
131,ENSG00000232692,1.799185902,3.581261351,NA,lncRNA
13,ENSG00000269292,1.778201458,8.038801009,NA,lncRNA
398,ENSG00000225502,1.777364901,2.271461797,GAPDHP16,processed_pseudogene
259,ENSG00000270977,1.773354907,2.786017917,NA,transcribed_processed_pseudogene
299,ENSG00000124721,1.769648933,2.616215443,DNAH8,protein_coding
42,ENSG00000112837,1.769491008,5.44328453,TBX18,protein_coding
39,ENSG00000257327,1.767407024,5.577862628,NA,lncRNA
118,ENSG00000205927,1.767182223,3.684660467,OLIG2,protein_coding
211,ENSG00000204165,1.760712125,3.031629058,CXorf65,protein_coding
73,ENSG00000183971,1.759120295,4.298687708,NPW,protein_coding
18,ENSG00000229638,1.749986755,6.619797076,RPL4P4,processed_pseudogene
300,ENSG00000207739,1.743979746,2.611545948,MIR218-2,miRNA
388,ENSG00000272817,1.733172939,2.292317686,NA,lncRNA
1280,ENSG00000289553,1.722816448,-2.520884999,NA,lncRNA
26,ENSG00000258982,1.717389913,6.023770099,NA,lncRNA
93,ENSG00000241359,1.71717919,3.983946256,SYNPR-AS1,lncRNA
225,ENSG00000230979,1.712581612,2.97064517,NA,processed_pseudogene
142,ENSG00000106538,1.698181778,3.520016662,RARRES2,protein_coding
120,ENSG00000133454,1.697335473,3.6617848,MYO18B,protein_coding
1441,ENSG00000288750,1.687006812,-2.637536912,NA,lncRNA
282,ENSG00000287637,1.682991001,2.657357165,NA,lncRNA
161,ENSG00000234134,1.680626072,3.326427599,NA,lncRNA
412,ENSG00000260088,1.676854661,2.228240744,DDX59-AS1,lncRNA
279,ENSG00000103426,1.67458979,2.663926289,CORO7-PAM16,protein_coding
149,ENSG00000262904,1.672076977,3.438901876,TMPOP2,processed_pseudogene
158,ENSG00000223731,1.666839345,3.343683746,SUPT20HL1,protein_coding
1,ENSG00000184076,1.654799848,25.27502572,UQCR10,protein_coding
151,ENSG00000134201,1.649992336,3.405195217,GSTM5,protein_coding
363,ENSG00000125522,1.635547508,2.367004461,NPBWR2,protein_coding
275,ENSG00000260176,1.630064631,2.692980613,NA,lncRNA
276,ENSG00000261288,1.630064631,2.692980613,NA,lncRNA
2342,ENSG00000130943,1.622341311,-3.379657143,PKDREJ,protein_coding
107,ENSG00000145358,1.616882616,3.838509925,DDIT4L,protein_coding
5096,ENSG00000267014,1.594771948,-7.807494518,LINC01532,lncRNA
3,ENSG00000288683,1.584104902,11.45435326,NA,protein_coding
141,ENSG00000099869,1.568884085,3.521777715,IGF2-AS,lncRNA
195,ENSG00000162344,1.562801532,3.124907655,FGF19,protein_coding
1851,ENSG00000187553,1.556651041,-2.979027084,CYP26C1,protein_coding
58,ENSG00000242282,1.550846997,4.961186221,NA,lncRNA
364,ENSG00000259560,1.550574876,2.3631068,NA,lncRNA
476,ENSG00000085721,1.549543852,2.04267754,RRN3,protein_coding
95,ENSG00000225344,1.548331588,3.958110002,NA,processed_pseudogene
417,ENSG00000278075,1.536968839,2.192869111,NA,lncRNA
199,ENSG00000255498,1.526042647,3.090345937,NA,lncRNA
309,ENSG00000276180,1.510701399,2.581077,H4C9,protein_coding
201,ENSG00000229368,1.506056012,3.077481353,NA,lncRNA
472,ENSG00000054938,1.500682804,2.058304656,CHRDL2,protein_coding
423,ENSG00000234572,1.486559572,2.171476349,LINC01800,lncRNA
36,ENSG00000204778,1.485481847,5.68744616,ZNG1DP,unprocessed_pseudogene
295,ENSG00000104901,1.482841014,2.63588995,DKKL1,protein_coding
343,ENSG00000285852,1.481805752,2.448789602,NA,lncRNA
382,ENSG00000260426,1.478756813,2.310612861,NA,lncRNA
452,ENSG00000267506,1.477893478,2.108117014,NA,lncRNA
64,ENSG00000226644,1.468218947,4.6745793,LINC03086,lncRNA
178,ENSG00000230313,1.464845469,3.260796308,HCG24,lncRNA
342,ENSG00000242193,1.464726823,2.449025281,CRYZL2P,transcribed_unitary_pseudogene
47,ENSG00000250796,1.462905057,5.371070031,CIDECP2,processed_pseudogene
532,ENSG00000251629,1.459660271,-2.020601159,LINC02241,lncRNA
38,ENSG00000225595,1.448576413,5.648192004,LINC01623,lncRNA
232,ENSG00000260802,1.437831071,2.924431726,SERTM2,protein_coding
223,ENSG00000185652,1.430588277,2.982253683,NTF3,protein_coding
277,ENSG00000223393,1.428313678,2.677091159,NA,lncRNA
1984,ENSG00000244676,1.419120757,-3.092724081,NA,lncRNA
206,ENSG00000184113,1.418633712,3.05725269,CLDN5,protein_coding
1192,ENSG00000042445,1.410510794,-2.455630489,RETSAT,protein_coding
91,ENSG00000139656,1.396783689,4.0041096,SMIM2,protein_coding
50,ENSG00000236502,1.396171058,5.243922215,SIX3-AS1,lncRNA
226,ENSG00000145908,1.393296256,2.957662347,ZNF300,protein_coding
392,ENSG00000129654,1.389514573,2.287725857,FOXJ1,protein_coding
311,ENSG00000263547,1.388557717,2.570789791,NA,lncRNA
134,ENSG00000213695,1.38842652,3.564396815,RPS7P14,processed_pseudogene
419,ENSG00000260899,1.366492386,2.186494733,NA,lncRNA
372,ENSG00000225742,1.359600651,2.336085056,LINC02036,lncRNA
44,ENSG00000289565,1.357270727,5.411596946,NA,protein_coding
2173,ENSG00000232164,1.343603403,-3.240893107,LINC01873,lncRNA
194,ENSG00000125820,1.340500328,3.140012318,NKX2-2,protein_coding
280,ENSG00000259720,1.34006198,2.661727219,NA,lncRNA
436,ENSG00000264015,1.339542138,2.146882617,NA,lncRNA
162,ENSG00000136235,1.330473014,3.316685894,GPNMB,protein_coding
70,ENSG00000255245,1.325921409,4.447326817,FXYD6-FXYD2,protein_coding
136,ENSG00000185972,1.324049239,3.556506033,CCIN,protein_coding
111,ENSG00000252618,1.318175151,3.755506784,RNA5SP441,rRNA_pseudogene
439,ENSG00000146233,1.314243637,2.139776829,CYP39A1,protein_coding
376,ENSG00000289539,1.311414479,2.32924598,NA,lncRNA
353,ENSG00000126453,1.309783011,2.401955526,BCL2L12,protein_coding
124,ENSG00000254350,1.304733986,3.626953105,NA,lncRNA
463,ENSG00000224292,1.30472118,2.066403777,PORCN-DT,lncRNA
261,ENSG00000219430,1.302212438,2.768806849,MBL3P,unprocessed_pseudogene
63,ENSG00000275489,1.301217905,4.708136573,SPMAP1,protein_coding
867,ENSG00000142303,1.300831213,-2.235542746,ADAMTS10,protein_coding
122,ENSG00000253661,1.29837775,3.632812665,ZFHX4-AS1,lncRNA
1067,ENSG00000179583,1.287211092,-2.366554442,CIITA,protein_coding
19,ENSG00000268790,1.285128535,6.539093446,NA,protein_coding
2715,ENSG00000130023,1.281696279,-3.770687255,ERMARD,protein_coding
438,ENSG00000275294,1.27983748,2.144535519,LINC02340,lncRNA
247,ENSG00000291037,1.278356371,2.84161624,NA,lncRNA
208,ENSG00000259523,1.269661887,3.053893576,NA,lncRNA
24,ENSG00000284876,1.268649,6.110275924,NA,lncRNA
2863,ENSG00000273311,1.266541194,-3.910492038,DGCR11,lncRNA
5535,ENSG00000226180,1.254295337,-9.511582366,NA,lncRNA
470,ENSG00000167034,1.253588103,2.058857802,NKX3-1,protein_coding
249,ENSG00000230747,1.244948039,2.838071442,NA,lncRNA
354,ENSG00000161992,1.244485449,2.397403894,PRR35,protein_coding
175,ENSG00000276023,1.244086325,3.274721887,DUSP14,protein_coding
301,ENSG00000138136,1.243613865,2.609312884,LBX1,protein_coding
405,ENSG00000283051,1.243587093,2.251406473,LINC01668,lncRNA
1269,ENSG00000027075,1.242055959,-2.516318787,PRKCH,protein_coding
804,ENSG00000139725,1.232176776,-2.193270423,RHOF,protein_coding
433,ENSG00000213667,1.227997138,2.150342996,PGGT1BP1,processed_pseudogene
380,ENSG00000253483,1.22137826,2.316300297,NA,processed_pseudogene
923,ENSG00000273066,1.212717216,-2.267431705,NA,lncRNA
90,ENSG00000228897,1.201826143,4.00471181,NA,processed_pseudogene
352,ENSG00000128708,1.19706684,2.403708273,HAT1,protein_coding
1870,ENSG00000224699,1.19510092,-2.989774193,LAMTOR5-AS1,lncRNA
426,ENSG00000126709,1.192918164,2.161215931,IFI6,protein_coding
318,ENSG00000240449,1.190030001,2.555343359,REPIN1-AS1,lncRNA
3774,ENSG00000136634,1.188404373,-5.038145503,IL10,protein_coding
230,ENSG00000179676,1.175309784,2.941997203,LINC00305,lncRNA
1964,ENSG00000164220,1.172476564,-3.075085862,F2RL2,protein_coding
1299,ENSG00000143624,1.171113916,-2.53912,INTS3,protein_coding
806,ENSG00000246763,1.16827801,-2.19464011,RGMB-AS1,lncRNA
411,ENSG00000077009,1.166106154,2.228949741,NMRK2,protein_coding
31,ENSG00000255198,1.158331018,5.83127616,SNHG9,lncRNA
1290,ENSG00000247137,1.157927457,-2.531554661,ANKRD42-DT,lncRNA
444,ENSG00000259080,1.156279419,2.132837179,NA,lncRNA
41,ENSG00000243389,1.140613191,5.449873627,NA,lncRNA
71,ENSG00000102760,1.140219661,4.35617811,RGCC,protein_coding
305,ENSG00000286435,1.13857982,2.601112024,NA,lncRNA
138,ENSG00000215492,1.138156682,3.530364596,HNRNPA1P7,processed_pseudogene
4130,ENSG00000290825,1.136136075,-5.606322238,DDX11L2,lncRNA
165,ENSG00000100300,1.126948035,3.309383624,TSPO,protein_coding
422,ENSG00000277511,1.126382885,2.171764676,NA,lncRNA
1074,ENSG00000267322,1.122648129,-2.374848524,SNHG22,lncRNA
1730,ENSG00000230929,1.117175051,-2.878443861,NA,processed_pseudogene
312,ENSG00000188095,1.111514202,2.569561539,MESP2,protein_coding
944,ENSG00000276116,1.108296721,-2.282762626,FUT8-AS1,lncRNA
298,ENSG00000287443,1.106725497,2.622886763,NA,lncRNA
468,ENSG00000234215,1.093279355,2.060323095,CT66,lncRNA
4363,ENSG00000182871,1.090806585,-5.992028504,COL18A1,protein_coding
10,ENSG00000161055,1.086192493,8.531962078,SCGB3A1,protein_coding
166,ENSG00000293498,1.076747201,3.308355189,NA,lncRNA
75,ENSG00000278637,1.076047612,4.25958613,H4C1,protein_coding
29,ENSG00000271784,1.069935985,5.835746138,TP53RK-DT,lncRNA
242,ENSG00000265874,1.067391309,2.871638105,MIR4489,miRNA
598,ENSG00000121064,1.066218543,-2.062280321,SCPEP1,protein_coding
2198,ENSG00000285628,1.064927996,-3.257178205,NA,lncRNA
68,ENSG00000230646,1.06185025,4.607049115,KLF2P2,processed_pseudogene
5890,ENSG00000140326,1.060553035,-12.0601051,CDAN1,protein_coding
334,ENSG00000238129,1.052279867,2.49919877,NA,lncRNA
57,ENSG00000226415,1.045767846,4.98418725,TPI1P1,processed_pseudogene
1800,ENSG00000273079,1.029791658,-2.942706909,GRIN2B,protein_coding
4187,ENSG00000178342,1.028683288,-5.685602598,KCNG2,protein_coding
1267,ENSG00000181523,1.027297335,-2.512989107,SGSH,protein_coding
6004,ENSG00000100033,1.023557944,-13.26783907,PRODH,protein_coding
197,ENSG00000167916,1.021897062,3.09460269,KRT24,protein_coding
458,ENSG00000261456,1.012689767,2.089225213,TUBB8,protein_coding
1329,ENSG00000231154,1.012151717,-2.556399598,MORF4L2-AS1,lncRNA
1047,ENSG00000229227,1.011727245,-2.349219531,NA,lncRNA
182,ENSG00000168004,1.008396986,3.200817793,PLAAT5,protein_coding
143,ENSG00000214784,1.006944185,3.50153652,RPS3AP21,processed_pseudogene
5037,ENSG00000101199,1.005810022,-7.585704967,ARFGAP1,protein_coding
1048,ENSG00000050344,1.004652678,-2.350003487,NFE2L3,protein_coding
65,ENSG00000254721,1.001500048,4.661721482,NA,lncRNA
2404,ENSG00000251600,0.996619597,-3.445710214,GUSBP5,lncRNA
193,ENSG00000163235,0.995095857,3.152290828,TGFA,protein_coding
32,ENSG00000259952,0.989739782,5.825054405,NA,lncRNA
3224,ENSG00000111181,0.984862361,-4.330346735,SLC6A12,protein_coding
611,ENSG00000237862,0.983022451,-2.071832428,NA,lncRNA
1015,ENSG00000260306,0.980798967,-2.325452052,NA,lncRNA
146,ENSG00000124343,0.976208909,3.476219135,XG,protein_coding
413,ENSG00000160446,0.976127461,2.213295825,ZDHHC12,protein_coding
761,ENSG00000276710,0.974709807,-2.163477229,CSPG4P10,transcribed_unprocessed_pseudogene
483,ENSG00000290990,0.973784472,2.0233795,NA,lncRNA
2918,ENSG00000075043,0.973030427,-3.970641183,KCNQ2,protein_coding
260,ENSG00000179886,0.972451756,2.774204201,TIGD5,protein_coding
389,ENSG00000254126,0.969885004,2.291176712,CD8B2,protein_coding
4396,ENSG00000141434,0.969225462,-6.043047791,MEP1B,protein_coding
72,ENSG00000236013,0.964758837,4.338365071,LINC02941,lncRNA
2511,ENSG00000158863,0.963054154,-3.553300779,FHIP2B,protein_coding
823,ENSG00000168961,0.962972979,-2.21005917,LGALS9,protein_coding
8,ENSG00000289694,0.960219639,8.741192659,NA,protein_coding
1358,ENSG00000219470,0.960031022,-2.577812493,NA,processed_pseudogene
5115,ENSG00000131584,0.95835707,-7.853546105,ACAP3,protein_coding
52,ENSG00000248859,0.952398184,5.169062422,LINC01574,lncRNA
908,ENSG00000255142,0.951578492,-2.25988983,NA,lncRNA
327,ENSG00000179636,0.950369117,2.520881842,TPPP2,protein_coding
1357,ENSG00000135519,0.947411611,-2.577318067,KCNH3,protein_coding
697,ENSG00000114248,0.945360983,-2.127277109,LRRC31,protein_coding
962,ENSG00000290600,0.940803028,-2.292647152,NA,lncRNA
3532,ENSG00000162062,0.939936118,-4.711017575,TEDC2,protein_coding
1246,ENSG00000163082,0.937037867,-2.495849059,SGPP2,protein_coding
367,ENSG00000146700,0.936001943,2.351989556,SSC4D,protein_coding
3974,ENSG00000249609,0.935484613,-5.369567023,NA,lncRNA
335,ENSG00000163121,0.923057937,2.493173026,NEURL3,protein_coding
4756,ENSG00000103254,0.923033129,-6.848328392,ANTKMT,protein_coding
153,ENSG00000290940,0.922468938,3.389667723,NA,lncRNA
3287,ENSG00000266456,0.919442313,-4.408006348,NA,lncRNA
51,ENSG00000225916,0.915712861,5.223750463,NA,lncRNA
4667,ENSG00000124216,0.912558058,-6.630485777,SNAI1,protein_coding
577,ENSG00000287063,0.911917985,-2.050501977,NA,lncRNA
1351,ENSG00000213642,0.910086636,-2.569368613,NA,processed_pseudogene
3546,ENSG00000260565,0.9085273,-4.72617205,ERVK13-1,lncRNA
1793,ENSG00000046604,0.908493782,-2.934965413,DSG2,protein_coding
374,ENSG00000248235,0.907320212,2.334069938,NA,protein_coding
2493,ENSG00000100726,0.906978655,-3.537992854,TELO2,protein_coding
2146,ENSG00000180758,0.906924395,-3.220183656,GPR157,protein_coding
119,ENSG00000290588,0.904452714,3.663144325,NA,lncRNA
424,ENSG00000164647,0.893858815,2.169975296,STEAP1,protein_coding
416,ENSG00000154856,0.891722339,2.199921803,APCDD1,protein_coding
87,ENSG00000272288,0.890970079,4.047280617,ILRUN-AS1,lncRNA
1502,ENSG00000248213,0.890040898,-2.679805681,CICP16,processed_pseudogene
437,ENSG00000164326,0.889953926,2.144637552,CARTPT,protein_coding
471,ENSG00000110799,0.888496659,2.058677679,VWF,protein_coding
455,ENSG00000166558,0.885419292,2.093971001,SLC38A8,protein_coding
198,ENSG00000154016,0.881602534,3.09195043,GRAP,protein_coding
330,ENSG00000240006,0.879042559,2.508641348,LINC02004,lncRNA
1018,ENSG00000204277,0.877610552,-2.328701948,LINC01993,lncRNA
240,ENSG00000274750,0.877245756,2.876973068,H3C6,protein_coding
4643,ENSG00000149761,0.876463904,-6.562758525,NUDT22,protein_coding
326,ENSG00000221869,0.876074927,2.527896978,CEBPD,protein_coding
563,ENSG00000236830,0.874264784,-2.044049054,CBR3-AS1,lncRNA
4307,ENSG00000280164,0.872537454,-5.865388798,NA,lncRNA
114,ENSG00000258077,0.87079195,3.734708538,NA,lncRNA
1938,ENSG00000142794,0.868772407,-3.0542504,NBPF3,protein_coding
428,ENSG00000230823,0.86707842,2.155987665,CBX1P1,processed_pseudogene
3361,ENSG00000106009,0.866635297,-4.493620008,BRAT1,protein_coding
451,ENSG00000232788,0.865618089,2.10954589,ITGA6-AS1,lncRNA
1496,ENSG00000000003,0.865574614,-2.674728812,TSPAN6,protein_coding
3016,ENSG00000081985,0.86268461,-4.066536108,IL12RB2,protein_coding
3819,ENSG00000172216,0.860958811,-5.096076369,CEBPB,protein_coding
97,ENSG00000288611,0.859674395,3.945809672,NPBWR1,protein_coding
2641,ENSG00000074855,0.859301881,-3.691024871,ANO8,protein_coding
4003,ENSG00000168135,0.856677681,-5.412816333,KCNJ4,protein_coding
3232,ENSG00000181234,0.85302948,-4.340198238,TMEM132C,protein_coding
79,ENSG00000128692,0.852945143,4.150635097,EIF2S2P4,processed_pseudogene
16,ENSG00000217442,0.850287308,6.909938162,SYCE3,protein_coding
268,ENSG00000278828,0.84776727,2.742115205,H3C10,protein_coding
3542,ENSG00000133466,0.847483304,-4.720854567,C1QTNF6,protein_coding
2401,ENSG00000105726,0.846136438,-3.439699325,ATP13A1,protein_coding
414,ENSG00000125148,0.846039384,2.20655929,MT2A,protein_coding
1945,ENSG00000130714,0.84359509,-3.06221929,POMT1,protein_coding
3928,ENSG00000186998,0.835556181,-5.28964411,EMID1,protein_coding
53,ENSG00000253785,0.835006949,5.149491302,NA,processed_pseudogene
2769,ENSG00000138074,0.83436286,-3.820042902,SLC5A6,protein_coding
1268,ENSG00000170074,0.834065539,-2.514609891,FAM153A,protein_coding
139,ENSG00000224215,0.832860336,3.528578388,C10orf67-AS1,lncRNA
1448,ENSG00000167543,0.831860293,-2.644589648,TP53I13,protein_coding
644,ENSG00000197580,0.827366495,-2.095806235,BCO2,protein_coding
1525,ENSG00000214063,0.827031611,-2.702886804,TSPAN4,protein_coding
457,ENSG00000282142,0.826037216,2.090632772,NA,lncRNA
171,ENSG00000205544,0.824520597,3.285519026,TMEM256,protein_coding
641,ENSG00000163975,0.824484122,-2.093942178,MELTF,protein_coding
2088,ENSG00000165661,0.823189885,-3.172480537,QSOX2,protein_coding
15,ENSG00000087250,0.822113765,7.156047992,MT3,protein_coding
241,ENSG00000289515,0.820258188,2.874336014,NA,lncRNA
4231,ENSG00000187961,0.819792046,-5.729345671,KLHL17,protein_coding
48,ENSG00000288787,0.817212363,5.316194777,NA,lncRNA
147,ENSG00000196312,0.8170679,3.454603574,MFSD14CP,transcribed_unprocessed_pseudogene
1779,ENSG00000104883,0.816941233,-2.919061808,PEX11G,protein_coding
235,ENSG00000280441,0.815900994,2.913252492,NA,lncRNA
3266,ENSG00000289566,0.814251027,-4.378007145,NA,lncRNA
3215,ENSG00000254911,0.81234202,-4.321382242,SCARNA9,lncRNA
2974,ENSG00000148400,0.81136118,-4.028781357,NOTCH1,protein_coding
775,ENSG00000290394,0.811277552,-2.172764628,NA,lncRNA
89,ENSG00000250982,0.808945942,4.006753051,GAPDHP35,processed_pseudogene
779,ENSG00000163328,0.808654746,-2.174194864,GPR155,protein_coding
553,ENSG00000037897,0.807709536,-2.031594116,METTL1,protein_coding
98,ENSG00000286095,0.806922917,3.940117109,SPEGNB,protein_coding
1695,ENSG00000121966,0.8053013,-2.849149921,CXCR4,protein_coding
1223,ENSG00000071655,0.798520136,-2.476621859,MBD3,protein_coding
1721,ENSG00000126583,0.79132369,-2.871217145,PRKCG,protein_coding
27,ENSG00000223705,0.791100611,5.967183009,NSUN5P1,transcribed_unprocessed_pseudogene
406,ENSG00000128340,0.789327047,2.248048033,RAC2,protein_coding
394,ENSG00000173338,0.789199605,2.275983044,KCNK7,protein_coding
3094,ENSG00000184465,0.788417976,-4.184298672,WDR27,protein_coding
228,ENSG00000229168,0.787540918,2.949815673,RPL19P20,processed_pseudogene
4242,ENSG00000173991,0.786323066,-5.747987046,TCAP,protein_coding
173,ENSG00000269986,0.783524113,3.275751447,NA,lncRNA
2094,ENSG00000141526,0.782698454,-3.175120234,SLC16A3,protein_coding
5469,ENSG00000127191,0.781185174,-9.216335259,TRAF2,protein_coding
126,ENSG00000137434,0.78113461,3.606442745,C6orf52,protein_coding
3323,ENSG00000165915,0.780179841,-4.451521907,SLC39A13,protein_coding
378,ENSG00000275714,0.777008772,2.324222148,H3C1,protein_coding
67,ENSG00000196154,0.775898699,4.61839991,S100A4,protein_coding
281,ENSG00000270882,0.775422083,2.65968747,H4C14,protein_coding
4407,ENSG00000174227,0.772204688,-6.075263443,PIGG,protein_coding
338,ENSG00000221882,0.767386739,2.469428396,OR3A2,protein_coding
1338,ENSG00000120690,0.765796396,-2.561921157,ELF1,protein_coding
2142,ENSG00000166793,0.762989673,-3.217502465,YPEL4,protein_coding
177,ENSG00000263970,0.761417334,3.268949724,NA,lncRNA
