"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_biotype","log2_RE_FC","Z_score"
"34","ENSG00000170379",9.59217945749145,3.84811238523208,4.4895171993074,0.697253331943188,0.403708156433627,0.847032790743374,"TCAF2","protein_coding",-0.853119566437096,-0.261271812311201
"35","ENSG00000288110",15.7603517566599,3.83609363033926,1.54595581574928,6.97173746967405,0.00828070554478232,0.197851346335203,NA,"lncRNA",7.82668540943124,1.516036081191
"36","ENSG00000287623",72.3531917421724,3.80875527471852,1.30876406729194,11.705844561243,0.000623040971056389,0.0525414604498326,NA,"lncRNA",0.841334177341049,0.270195526420809
"37","ENSG00000267648",9.18054778675599,-3.78781234559287,1.81969162950706,4.53533969245865,0.0332018666231488,0.360513378457889,NA,"transcribed_processed_pseudogene",-0.418299228148828,-0.517997119086913
"38","ENSG00000243437",22.0547645805168,3.77270786270049,1.37955817368019,8.17716745795226,0.00424209498634142,0.144404749029129,"RN7SL370P","misc_RNA",0.964125513690982,0.466587537337875
"39","ENSG00000123500",19.3814964589108,-3.75689827896319,1.9474070370246,3.36178851713034,0.0667255636587393,0.476112189788802,"COL10A1","protein_coding",-2.27402508156476,-0.530522880883997
"40","ENSG00000149380",136.882827485836,3.72198560962086,0.55869868704609,44.5931969523127,2.42532928301605e-11,1.91746533115249e-07,"P4HA3","protein_coding",2.52049414529801,2.57175437147525
"41","ENSG00000287937",15.4540217558613,-3.68278466560931,1.38966786263189,8.59923090660228,0.00336304996119252,0.130016004856665,NA,"lncRNA",1.8552621251374,1.07615180047069
"42","ENSG00000285881",12.1466061997596,-3.65244655421755,1.55297624457733,5.94379170983346,0.0147692121479264,0.255487424412261,NA,"lncRNA",-0.717845357110899,-0.421137115827251
"43","ENSG00000105664",21.4372407687692,3.61032713187155,1.15914544688266,9.70004716558381,0.00184263282249951,0.0934487201533877,"COMP","protein_coding",2.92128318711306,0.990326334781041
"44","ENSG00000160321",55.5639153825625,3.56059495456537,1.17413329999791,7.97654877660111,0.00473871963546042,0.152166081126693,"ZNF208","protein_coding",1.92446397167368,0.848877541199552
"45","ENSG00000165685",8.87269176265958,3.5159529585463,1.62678910107696,5.06691543793117,0.0243867411425888,0.312862597116929,"TMEM52B","protein_coding",2.07400710650135,0.71553607026443
"46","ENSG00000272397",8.21466060455703,3.50425554386,1.91814752162733,3.4481080943775,0.0633242145552495,0.465388092283339,NA,"lncRNA",-2.36008882558975,-1.56705327354432
"47","ENSG00000287791",7.07392559301144,3.49991891168313,1.54994773872806,5.39934737900015,0.0201442827317997,0.289902007669568,NA,"lncRNA",3.88242251968088,2.91341109894683
"48","ENSG00000196166",10.0366405791328,3.48203436715333,1.41240932405196,6.67145677537873,0.0097969078634355,0.215898422567135,"LINC03042","lncRNA",1.21460650617574,3.21103127692835
"49","ENSG00000111796",34.7470229420027,3.46614260282958,1.14592600204209,13.7276707942108,0.000211318062692115,0.0280779114425821,"KLRB1","protein_coding",4.21791325035305,2.2690265176984
"50","ENSG00000153802",39.8414032002058,-3.39339760317597,1.79355155987931,3.32129177291992,0.0683880744127689,0.479322798144814,"TMPRSS11D","protein_coding",-2.70727450194509,-0.522144232115838
"51","ENSG00000241544",10.0241514985244,3.39241844656454,1.33945021103981,7.83836037091358,0.00511489794837378,0.157829411610059,"LINC02029","lncRNA",3.59004054203771,1.80237671057947
"52","ENSG00000286429",10.4541604804723,-3.37449300912167,1.53941043170735,5.31023924115087,0.0212004448332339,0.295349280795677,NA,"lncRNA",1.97139310598763,0.543963922912009
"53","ENSG00000273428",11.8709292363375,-3.37143364752596,1.27826724377453,7.62853473230064,0.00574519590254865,0.166990877961579,NA,"lncRNA",-0.150066606767016,-0.0787198526033253
"54","ENSG00000169876",14.5574131812738,3.34791795695709,2.44075303133957,1.16132721740599,0.281190457218524,0.771953531291137,"MUC17","protein_coding",4.17557650806842,0.545173860257947
"55","ENSG00000248222",10.1271799236352,3.32996772394504,1.63490947714337,4.33640173905557,0.0373056859520291,0.375478998264471,"SLIT3-AS1","lncRNA",5.01400774042371,0.769150906078483
"56","ENSG00000256108",8.37048931518387,-3.32980553418821,1.98295319969623,2.8087212820633,0.0937530783943193,0.539744310690124,NA,"processed_pseudogene",-2.85276302405506,-0.798100470271657
"57","ENSG00000244356",15.9748245572354,-3.32622432448145,1.59357646513578,4.68975381509403,0.0303429944670495,0.347543229636354,"RN7SL398P","misc_RNA",-1.69688142297686,-0.727810447512559
"58","ENSG00000293081",9.12667092768581,3.32208824248802,1.50398765429905,5.30220180520912,0.0212984850425903,0.296136646313964,NA,"lncRNA",0.431290938477688,0.156051549659156
"59","ENSG00000164600",11.5537932846702,3.28280899176667,3.8657595221946,1.00340856627395,0.316487137868311,0.79845817409331,"NEUROD6","protein_coding",1.71460015648837,0.590227800995438
"60","ENSG00000169247",93.1134947581854,3.26206576537391,0.933661189256572,11.7176260331398,0.000619108833196018,0.0524898062761149,"SH3TC2","protein_coding",4.48588698371179,0.666482677285115
"61","ENSG00000137090",11.1182125670861,3.25221598632603,1.71838192286707,4.01697723486216,0.0450443774828017,0.407460924918799,"DMRT1","protein_coding",0.710957560483726,0.812504447396836
"62","ENSG00000251216",9.65811823229027,-3.25159772935511,1.50120708395253,5.32940430566762,0.0209685507583727,0.29367114667085,NA,"lncRNA",-0.173917712004135,-0.112388158763614
"63","ENSG00000247324",31.1566892140929,3.24980728169621,1.02499743148348,9.78975416238386,0.00175486922659841,0.0907852977637984,NA,"lncRNA",2.84027095816454,1.14121543755758
"64","ENSG00000287834",11.5780690390192,3.24287996722245,1.59346904670553,4.41431032900984,0.0356386823691376,0.369373476787856,NA,"lncRNA",-2.02288607593719,-1.78418737450826
"65","ENSG00000015520",9.21455140779626,-3.23268297479262,1.39398511747551,5.50630736968408,0.0189480103207873,0.283434184767714,"NPC1L1","protein_coding",-5.07303827417006,-1.1668172346582
"66","ENSG00000287191",11.3715377667451,-3.20931787388222,1.71514333221687,3.56933247902038,0.0588559659762242,0.45347208210397,NA,"lncRNA",-2.61851713735283,-0.59035608349379
"67","ENSG00000101306",8.07258617758282,-3.20150788790626,1.56353486910728,4.1065088692458,0.0427184574933867,0.397917083879488,"MYLK2","protein_coding",-3.78830843915339,-4.55506826984034
"68","ENSG00000167355",11.4847529481974,3.15806758292771,1.59683827425987,4.27546656468643,0.0386663472396693,0.381524045275289,"OR51B5","protein_coding",3.95055758074737,0.586907855758582
"69","ENSG00000184860",14.5835120706698,3.15472509577632,1.36586616343253,5.13871668307461,0.0233979380718772,0.308424779347069,"SDR42E1","protein_coding",0.253825958115525,0.26166179813718
"70","ENSG00000154133",35.2274058634953,3.15296115444199,1.2072673442585,5.9071469616463,0.0150795750161331,0.256337405572508,"ROBO4","protein_coding",1.86520764785924,1.10438692861639
"71","ENSG00000273455",8.49613208118887,-3.132578160849,1.6356806670768,3.8472261733513,0.0498283327577574,0.424621717901191,NA,"lncRNA",0.0204741931755601,0.0130458534551046
"72","ENSG00000167286",11.2407442755867,3.11534220991064,1.5520157342461,4.38926843422787,0.0361658281910841,0.371904108804401,"CD3D","protein_coding",4.92846091347853,1.08947470187742
"73","ENSG00000141738",10.3644218122373,3.09395980509245,1.3583831014119,5.27159996294047,0.0216760810621797,0.299114479894215,"GRB7","protein_coding",3.56789647117716,1.35170773683396
"74","ENSG00000174171",7.06618190001349,3.07007847029365,1.7041481424231,3.1960418377944,0.0738167222438269,0.494241589972477,NA,"lncRNA",-0.616080074233377,-0.295974207319638
"75","ENSG00000109846",68.1962095210354,3.0684752673906,0.85225974300868,12.5615034830304,0.000393774815039276,0.0408286385272199,"CRYAB","protein_coding",2.69658901563653,1.48063108807476
"76","ENSG00000293435",13.8932854260282,-3.06515154514503,1.13351244165743,7.14507651310859,0.00751700671463618,0.188502915150234,"ACTE1P","lncRNA",-2.28317354111314,-1.4145504816914
"77","ENSG00000153347",9.44880663119586,3.0597192179459,1.88609055507205,2.45848795508513,0.116891257083809,0.582806188626884,"FAM81B","protein_coding",3.3244315205363,0.517945928780268
"78","ENSG00000163331",7.09580780223339,3.05882586349613,2.02275518887179,2.25770112736205,0.132951293348662,0.611490747223356,"DAPL1","protein_coding",-0.0649839437965294,-0.0294151048653456
"79","ENSG00000153283",12.4746318421089,-3.03261659644351,1.15443421058928,6.84728696291623,0.00887759825282068,0.205995123425673,"CD96","protein_coding",-3.24294585076342,-1.3238744604226
"80","ENSG00000287934",47.5480789720933,3.03097506787357,1.35875350315646,5.84810075759056,0.0155938718590176,0.259684362121945,NA,"lncRNA",8.08473770225618,1.62035323718756
"81","ENSG00000196844",14.2694163732383,3.02504997537795,0.909796424629377,11.1910188287661,0.000821942013597786,0.0600302407344489,"PATE2","protein_coding",0.301520561931778,0.465328538759127
"82","ENSG00000136918",11.9939519440069,3.01930904773057,1.5915142355779,3.95963347721216,0.0466038497301444,0.414337965663786,"WDR38","protein_coding",0.657408579376714,0.555777113785487
"83","ENSG00000116194",70.6699106592387,3.00446987309228,0.651502256483375,22.1763366199075,2.4872049417972e-06,0.00151260325152682,"ANGPTL1","protein_coding",2.57947361786291,1.44984837404159
"84","ENSG00000206859",7.27779634759287,3.00303630072972,1.6509253047956,3.37262977720978,0.0662878646178849,0.474798835425273,"RNU6-767P","snRNA",-2.80416030048704,-0.620938389442918
"85","ENSG00000252174",9.3915756032826,2.99945499249199,1.61142756362391,3.84769187225626,0.0498144982672013,0.424618246146084,"RNU7-18P","snRNA",-0.855360879148753,-0.761653800739937
"86","ENSG00000287847",7.41138048887957,-2.99816994921156,1.56778205961934,3.90509255842306,0.048139975754063,0.42031435484442,NA,"lncRNA",0.954689326777601,1.15162945076093
"87","ENSG00000103832",7.47733920801547,2.98409798308662,1.66278019414275,3.37304749530048,0.0662710613803992,0.474798835425273,"GOLGA8UP","unprocessed_pseudogene",2.71498297538904,1.14079568016321
"88","ENSG00000176753",6.91517755952099,2.98154851583195,1.71120350940434,3.19951115325144,0.0736602844923225,0.494013048115844,"PAK6-AS1","lncRNA",0.478663747831475,0.324950203605187
"89","ENSG00000111341",17.5148276937275,2.9793853243276,1.21237731029971,6.01019675882939,0.0142234414178293,0.251854188893987,"MGP","protein_coding",3.62249930138322,0.926398317764999
"90","ENSG00000169550",8.92192205281778,2.97618025510994,1.55679778348603,3.99141414495227,0.0457326662882068,0.410594343563963,"MUC15","protein_coding",-0.0621467692591894,-0.0251105659477385
"91","ENSG00000160856",50.3553792951514,2.97529149321785,0.869719092028753,12.9474086140032,0.000320364646353598,0.0355481107939866,"FCRL3","protein_coding",2.41131787474108,1.23646410155928
"92","ENSG00000254934",6.80163313692236,-2.97330364854347,1.58934887496279,3.6193910041404,0.0571097748963256,0.446928859520268,"LINC00678","lncRNA",1.86027163341494,1.31449753471811
"93","ENSG00000244006",6.73532702020001,2.96537079366113,1.5240465420662,3.82502909663459,0.0504924712290747,0.427761301355096,"RN7SL799P","misc_RNA",1.32437251131593,0.48270477563917
"94","ENSG00000288956",12.4497170618384,-2.9620343084774,1.37305443819033,5.44128387495909,0.0196662088279108,0.287303436838442,NA,"lncRNA",2.63134445621199,0.903661565074394
"95","ENSG00000198074",7.82659159696725,2.95583263400739,1.53919342016708,3.95054812217063,0.0468561032989272,0.41539648233878,"AKR1B10","protein_coding",1.87985252857866,0.737068692783404
"96","ENSG00000166770",96.0719922414688,2.94094004080292,1.15508562324477,6.26926171497935,0.0122850320687512,0.235313055204232,"ZNF667-AS1","lncRNA",2.52512553178748,0.621327288708362
"97","ENSG00000263300",13.0333257970482,-2.9295386583275,1.42393468755771,4.72898456045967,0.0296583902155396,0.343671238144005,NA,"lncRNA",0.935652474547913,0.606827568388072
"98","ENSG00000170627",36.3969070197841,2.91942791596781,0.9395875507449,9.96544062949903,0.00159505998832994,0.086073573277419,"GTSF1","protein_coding",2.39561216145759,1.31044115676855
"99","ENSG00000143867",10.0317075726381,-2.90842915028269,1.2849790067693,5.00741482393754,0.025238969885214,0.316572477633126,"OSR1","protein_coding",-0.926312610178341,-0.331812844759035
"100","ENSG00000289328",7.10889790515854,2.8997449630902,1.52043819687281,3.88714023398666,0.0486572089158006,0.420891416427459,NA,"lncRNA",7.12636637973903,0.814394201578107
"101","ENSG00000165325",15.1384342114122,2.88944885549422,1.61619026754554,3.34115270420618,0.0675672590216508,0.477569447956885,"DEUP1","protein_coding",2.88637833266289,1.15416729440552
"102","ENSG00000118094",47.278513101915,2.86461795035622,1.07618120732808,8.34962004327238,0.00385767991962555,0.137692178079276,"TREH","protein_coding",0.454798115503841,0.264667089481328
"103","ENSG00000153002",7.63262906984344,2.85195244538484,1.46356686810488,3.69324339140705,0.054633281421906,0.441154180025791,"CPB1","protein_coding",2.26675106986632,1.24977273357061
"104","ENSG00000144785",60.3286558345208,2.84230247966947,1.10386192125089,6.68182326113109,0.00974009465107339,0.215098291372587,NA,"protein_coding",0.597472524828149,0.618027789476926
"105","ENSG00000289339",45.350194359131,-2.84071345902019,1.25561224330012,6.40944028769374,0.0113515192360478,0.229968253889029,NA,"lncRNA",4.23781598298714,1.55038615021785
"106","ENSG00000118849",74.253448901529,2.8354075236048,0.474092902223801,35.3875293206864,2.70211447519353e-09,8.54516681635202e-06,"RARRES1","protein_coding",0.637194756319701,0.413369415990177
"107","ENSG00000140519",20.1652912020027,2.83244738141745,1.59362308522666,3.34357025728985,0.0674680674317382,0.477455175925605,"RHCG","protein_coding",1.87744643109853,0.69562112960007
"108","ENSG00000010319",12.7890299295689,2.80952347095153,1.42906140187371,4.42800366751894,0.0353538359529373,0.368015045482452,"SEMA3G","protein_coding",2.04507717846652,1.18092431735739
"109","ENSG00000172183",117.168360483015,-2.78803928093854,1.06910398689315,6.47354810194764,0.0109491722587099,0.226055262604924,"ISG20","protein_coding",0.684643761713711,0.272077031885635
"110","ENSG00000271889",27.3144253301964,2.78751201646006,1.17091262976996,7.7293528598595,0.00543302186137065,0.162413343896509,"C2orf74-AS1","lncRNA",2.43302602368922,0.740973540185457
"111","ENSG00000170409",26.4448746393339,2.77598138696052,1.35832280092137,4.783613596848,0.0287317678590968,0.338908402378245,NA,"unprocessed_pseudogene",3.65231437494603,1.04894902248693
"112","ENSG00000021461",29.5346206376566,2.76795216253469,1.31145577762868,4.35480130468723,0.0369047640471661,0.374758068825336,"CYP3A43","protein_coding",3.22104084458797,0.874216734631308
"113","ENSG00000079385",103.215481992397,-2.76082215527648,1.80453645353552,2.17146539382385,0.140592206881241,0.622273880702383,"CEACAM1","protein_coding",-2.6588438380581,-0.499705856798678
"114","ENSG00000088836",56.7526886023812,-2.73789368370488,1.05388293367187,6.41004965399233,0.0113476242160749,0.229968253889029,"SLC4A11","protein_coding",-2.57534763891717,-0.739634989608078
"115","ENSG00000273675",13.16263518596,-2.73654385064403,1.49222224510164,3.71060967845062,0.0540676384311873,0.439940081915835,NA,"processed_pseudogene",-1.33469628286404,-0.983050430671245
"116","ENSG00000006659",16.1922479923118,-2.72827591210644,0.981937852287397,8.43980601712487,0.00367095404955197,0.134705982632552,"LGALS14","protein_coding",0.401281538542766,0.934784707721719
"117","ENSG00000161021",92.88255634224,2.72262667979232,1.01347413708601,6.99783011997316,0.0081608579293656,0.19616594796724,"MAML1","protein_coding",2.4753996708468,0.974733340838974
"118","ENSG00000122432",47.6954983450323,2.71737243221451,0.700189620680111,15.4986477517544,8.25642977481543e-05,0.0159208131218758,"SPATA1","protein_coding",2.35918366884757,6.55853968719532
"119","ENSG00000288898",10.3903296360893,2.70613660597932,1.39397451769733,4.02210744935185,0.0449075652421116,0.407096690395719,NA,"lncRNA",2.34506233324307,0.92565637111182
"120","ENSG00000275297",8.38377147371489,-2.70368450325036,1.08663347092859,6.19517932090203,0.012809874442748,0.240377748762755,NA,"lncRNA",-1.66926106401431,-0.657315359774792
"121","ENSG00000261623",19.1849136485049,-2.70311190534775,1.46756506282747,3.67886620973514,0.0551063106231406,0.441774012249015,"LINC02179","lncRNA",-6.60532362923209,-1.11114500267541
"122","ENSG00000148795",17.2969749679768,-2.69886063905139,1.17080078399144,5.1558940435356,0.0231676054904164,0.307449582890864,"CYP17A1","protein_coding",-0.55327944798392,-0.245390407930139
"123","ENSG00000148604",142.285215139195,2.69374275096659,0.952012005629325,7.8356905039459,0.00512245818956502,0.157829411610059,"RGR","protein_coding",0.436442340152741,0.178949637068746
"124","ENSG00000261842",18.3384684388922,2.69283056225698,1.00181666061199,8.22158455828993,0.00413950393265743,0.142136452080737,NA,"lncRNA",1.35046571725582,1.09560017321773
"125","ENSG00000140287",26.9321817187584,2.69190645326618,2.13945032162396,1.60636768978212,0.205003145518411,0.706400096214729,"HDC","protein_coding",-2.21416157981318,-0.475212694504435
"126","ENSG00000186513",6.86083815359478,2.69069122415468,1.47402961507574,3.68301556837429,0.0549693468861447,0.441774012249015,"OR9Q2","protein_coding",-0.654590894948164,-0.522163617522283
"127","ENSG00000171819",16.7729892624451,2.67708111756712,1.55719292728326,2.92703134402568,0.0871075320070185,0.525206125301965,"ANGPTL7","protein_coding",4.80791566824755,0.6042135891273
"128","ENSG00000135697",27.8525930417479,2.6725692113324,0.778005408622213,12.8628186677434,0.000335175362096798,0.0365740441575052,"BCO1","protein_coding",-2.03294044192827,-0.810971836697191
"129","ENSG00000198515",22.8164018967187,-2.67119334638608,0.804167668197912,10.9587694966905,0.000931616612300569,0.064186151955105,"CNGA1","protein_coding",-2.51966375270049,-1.89793619867809
"130","ENSG00000004468",46.0728012485451,-2.65366848082119,0.787192792927785,10.9885674301447,0.000916756458195663,0.0638124005435451,"CD38","protein_coding",-2.30790456973955,-1.10283598139699
"131","ENSG00000287680",14.057075434729,2.65154213582522,1.40642869123308,3.95637126636997,0.0466942593940001,0.41474569183609,NA,"lncRNA",1.88391312042131,0.783262381805321
"132","ENSG00000287961",7.06888213436755,2.64345259971986,1.67577801994478,2.80402108939602,0.0940282208564678,0.540257525284793,NA,"lncRNA",4.33202352574361,1.09656139652177
"133","ENSG00000289055",12.6311316045695,-2.64115496821117,1.34923722839868,3.82451829072504,0.0505078642568912,0.427761301355096,NA,"lncRNA",0.0859483643408111,0.0436292771420839
"134","ENSG00000248115",8.12588445727676,2.63971714048095,1.67284959001364,2.57752314548053,0.108391148154742,0.566291371096243,NA,"lncRNA",3.69362708563045,0.697279491132105
"135","ENSG00000289329",19.9255368258193,2.63269157359905,1.07572179479073,7.00268345010119,0.00813876228809647,0.19616594796724,NA,"lncRNA",5.38510122824419,1.38841876978134
"136","ENSG00000287055",15.0258882653721,2.62500737612334,1.26951667426021,5.20270057805153,0.0225518250946402,0.303738891308732,NA,"lncRNA",0.976752271593925,0.579481177235277
"137","ENSG00000290439",7.30801097713083,2.62386924971191,1.62051584384019,2.74860288801771,0.0973394495740866,0.547139582720611,"HSD17B7P2","lncRNA",2.24043706699123,1.23638087288321
"138","ENSG00000179082",23.8437501678519,2.61745348766554,1.65244240410902,2.97327991924824,0.0846500668098995,0.519397305548363,"LINC02913","lncRNA",0.556160770477123,0.216009865606373
"139","ENSG00000047617",71.5415948178496,-2.61592850109987,0.632027632704741,16.7089499491968,4.35749430878369e-05,0.0101324558838953,"ANO2","protein_coding",-2.16139773849012,-4.58603867629735
"140","ENSG00000105997",17.2259344823978,2.61279592191889,1.38085740939164,3.53112591925621,0.0602268768609347,0.457844426286672,"HOXA3","protein_coding",3.16800352331623,1.6268368640633
"141","ENSG00000185610",6.96005935008097,-2.60168971765093,1.21494464122916,4.64978908940316,0.0310573631652518,0.350938613689983,"DBX2","protein_coding",0.154651986163652,0.0861315854041827
"142","ENSG00000184471",10.6372298366693,-2.59807576146481,1.38618353288532,4.03293633963332,0.0446202155811538,0.406238106012332,"C1QTNF8","protein_coding",-3.53319909290908,-1.12768446991478
"143","ENSG00000181927",35.4420774261493,2.59755980977487,0.969474435983496,9.39978410008469,0.00217010995629823,0.102582297844507,"OR4P4","protein_coding",1.75112398183154,1.27853637864334
"144","ENSG00000119922",45.8729592597071,2.57599524417839,1.2019545013117,4.47055144996038,0.0344838604732597,0.365099103276637,"IFIT2","protein_coding",-0.958232087843362,-0.33527437228034
"145","ENSG00000054938",9.36343338828625,-2.57213767523528,1.51407704704569,2.81319626872576,0.0934919327300248,0.539198888154052,"CHRDL2","protein_coding",0.224523968078395,0.17094699265178
"146","ENSG00000225043",21.2717522732726,2.57197092162866,1.40933641517303,3.75768824105353,0.0525652063395436,0.433934751849247,"RPL18AP2","processed_pseudogene",-1.49973433246463,-2.89880290254946
"147","ENSG00000081237",15.5330884861224,2.56871904463356,1.08428551084357,5.69333544428946,0.0170294568880921,0.270895143173553,"PTPRC","protein_coding",3.02458031932604,0.858879227670992
"148","ENSG00000198624",80.345178813805,2.56304317634429,0.450937747028056,32.0058892933818,1.53705890265394e-08,2.8592912198546e-05,"CCDC69","protein_coding",2.00524885234444,3.07700324784544
"149","ENSG00000198336",7.36176962758111,2.56214266291826,1.53972090810814,2.74993709468532,0.0972582547957534,0.547139582720611,"MYL4","protein_coding",0.439532221903423,0.182387274775359
"150","ENSG00000120329",7.64569086773968,-2.54919648632334,1.66896279762726,2.29343370406632,0.129922214622758,0.606508390243277,"SLC25A2","protein_coding",-1.54605566322741,-0.620798174492732
"151","ENSG00000010327",16.4822964290146,-2.54277029263056,0.992011856553479,6.59640232942544,0.0102185038483121,0.219269872118736,"STAB1","protein_coding",-2.79996547217462,-1.16954855052908
"152","ENSG00000167105",13.236995154579,2.53635421216783,1.38191470406075,3.35434084107858,0.067028040620888,0.476512765884843,"TMEM92","protein_coding",4.38686290986496,0.986978106079337
